Unnamed: 0,Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Female,Gender_Male,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,ProdTaken
1256,38.0,1,8.0,3,4.0,4.0,5.0,0,3,0,0.0,17468.0,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,0
769,26.0,1,6.0,3,4.0,3.0,2.0,0,2,1,0.0,17007.0,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,0
1557,51.0,1,15.0,3,3.0,3.0,4.0,0,3,1,0.0,17075.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
4483,37.0,3,15.0,4,5.0,5.0,3.0,0,1,0,1.0,26265.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,0
4315,57.0,3,13.0,3,2.0,5.0,2.0,0,3,1,1.0,31890.0,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0
1455,40.0,1,8.0,2,4.0,3.0,3.0,0,5,0,1.0,17809.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0
2122,37.0,3,25.0,2,3.0,4.0,2.0,1,5,0,0.0,22642.0,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,0
1183,36.0,1,9.0,3,1.0,5.0,7.0,0,1,1,2.0,21842.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
2586,39.0,1,10.0,3,4.0,3.0,5.0,1,5,0,1.0,4678.0,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,0
2233,34.0,3,16.0,2,3.0,3.0,2.0,1,1,0,1.0,17220.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
4643,36.0,1,32.0,3,4.0,3.0,3.0,1,3,0,2.0,29066.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,0
432,34.0,1,8.0,3,4.0,3.0,4.0,0,5,1,0.0,17768.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
1472,37.0,1,8.0,3,4.0,3.0,7.0,1,3,0,2.0,17090.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1
3340,32.0,1,31.0,4,5.0,5.0,3.0,0,5,0,3.0,25490.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,0
3125,39.0,1,7.0,4,4.0,5.0,3.0,0,4,1,3.0,32260.0,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0
4300,38.0,1,21.0,4,4.0,5.0,3.0,0,4,1,2.0,21712.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
1638,38.0,3,6.0,2,4.0,3.0,5.0,0,1,0,1.0,23686.0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0
2059,29.0,1,6.0,2,4.0,5.0,2.0,1,1,0,0.0,17319.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,1
4824,24.0,3,8.0,3,4.0,4.0,3.0,1,5,1,2.0,19901.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,1
3353,20.0,1,32.0,3,2.0,3.0,3.0,1,5,1,1.0,21672.0,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,0
1097,24.0,1,27.0,2,4.0,5.0,1.0,0,3,0,0.0,17296.0,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
763,34.0,3,16.0,2,3.0,3.0,2.0,1,2,0,1.0,17220.0,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0
4354,35.0,2,30.0,3,4.0,5.0,2.0,1,3,1,1.0,28628.0,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,1
3253,29.0,1,10.0,4,4.0,4.0,2.0,0,4,0,1.0,26333.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,0
3301,45.0,1,17.0,4,4.0,3.0,3.0,1,3,1,3.0,21614.0,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1
3108,37.0,1,21.0,4,4.0,3.0,2.0,1,5,1,3.0,25264.0,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,0
2485,28.0,1,9.0,3,4.0,5.0,3.0,0,3,0,2.0,21019.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
2128,44.0,1,15.0,3,3.0,5.0,2.0,1,3,1,0.0,17559.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
3689,25.0,2,17.0,3,4.0,3.0,2.0,0,4,1,2.0,20823.0,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,0
4014,38.0,2,13.0,4,4.0,5.0,6.0,1,1,0,3.0,20751.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1
154,32.0,3,14.0,2,3.0,3.0,2.0,0,4,1,1.0,23998.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,0
2112,38.0,3,15.0,3,4.0,4.0,1.0,0,4,0,2.0,17899.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,0
2697,43.0,1,24.0,3,3.0,5.0,5.0,1,2,0,1.0,25223.0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0
3321,47.0,1,9.0,3,4.0,3.0,4.0,0,2,1,1.0,26057.0,True,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
2812,41.0,3,29.0,4,5.0,3.0,4.0,1,3,1,2.0,25058.0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,1
2990,30.0,3,17.0,3,4.0,3.0,3.0,0,4,0,1.0,21320.0,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,0
592,47.0,1,8.0,2,3.0,3.0,2.0,1,4,1,0.0,31752.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
1172,29.0,3,16.0,2,4.0,3.0,1.0,0,4,1,0.0,20869.0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,0
4490,28.0,3,15.0,3,4.0,3.0,2.0,0,3,1,2.0,23020.0,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,0
4338,58.0,3,36.0,3,5.0,3.0,5.0,0,3,1,1.0,32796.0,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,0
704,35.0,3,9.0,3,3.0,3.0,7.0,0,5,0,1.0,22823.0,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0
4503,30.0,1,7.0,3,5.0,5.0,3.0,1,1,0,1.0,20997.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,1
3216,57.0,1,16.0,4,4.0,3.0,4.0,0,2,0,1.0,21620.0,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,0
2822,35.0,3,26.0,4,3.0,3.0,2.0,1,2,1,3.0,23982.0,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,1
4088,46.0,3,11.0,2,4.0,5.0,6.0,1,4,0,1.0,23684.0,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,0
4690,21.0,3,16.0,3,4.0,3.0,3.0,1,4,1,1.0,21001.0,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,1
861,46.0,3,8.0,3,3.0,5.0,1.0,0,2,1,0.0,32048.0,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,0
3723,45.0,1,7.0,3,4.0,4.0,3.0,1,3,1,2.0,21020.0,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,1
1902,34.0,1,8.0,3,4.0,3.0,4.0,0,5,1,2.0,17768.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
6,59.0,1,9.0,2,2.0,5.0,5.0,1,2,1,1.0,17670.0,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,0
3003,39.0,1,9.0,4,4.0,3.0,8.0,1,4,0,1.0,21735.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0
3073,29.0,2,15.0,4,5.0,3.0,3.0,0,2,0,2.0,23614.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,0
1240,39.0,1,6.0,3,3.0,3.0,2.0,1,5,1,2.0,21472.0,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
3337,30.0,1,7.0,4,4.0,3.0,3.0,0,2,0,3.0,22438.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
3241,27.0,1,28.0,3,4.0,3.0,3.0,0,5,1,2.0,21055.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,1
2573,50.0,1,27.0,4,4.0,5.0,3.0,0,2,1,3.0,25245.0,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,0
701,53.0,3,8.0,2,3.0,3.0,7.0,0,3,1,0.0,29852.0,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,0
2748,40.0,1,7.0,3,3.0,3.0,2.0,0,3,1,1.0,28291.0,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,0
3297,20.0,1,16.0,3,4.0,5.0,3.0,0,3,0,1.0,21230.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0
492,48.0,1,6.0,2,4.0,5.0,1.0,0,4,0,1.0,30402.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
1581,34.0,1,13.0,3,5.0,3.0,2.0,1,5,1,0.0,21074.0,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,1
3359,22.0,1,17.0,3,5.0,3.0,3.0,0,4,1,1.0,21303.0,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,1
2997,41.0,1,9.0,3,5.0,3.0,2.0,1,3,1,2.0,21020.0,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,0
421,29.0,1,31.0,3,4.0,4.0,6.0,0,3,0,2.0,17546.0,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
524,34.0,1,15.0,2,4.0,4.0,2.0,0,2,1,1.0,23621.0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,0
4218,40.0,1,7.0,3,2.0,3.0,2.0,0,3,1,1.0,28291.0,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,0
2507,60.0,3,32.0,3,4.0,5.0,2.0,0,3,1,1.0,26315.0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0
1105,33.0,3,14.0,2,3.0,5.0,3.0,0,5,1,0.0,21392.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
595,58.0,1,8.0,2,3.0,4.0,1.0,1,3,1,1.0,34246.0,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,1
1417,31.0,3,8.0,2,3.0,3.0,1.0,0,4,1,0.0,18067.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
4044,44.0,1,35.0,4,2.0,3.0,6.0,0,3,0,3.0,23417.0,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,0
4764,33.0,3,9.0,4,4.0,5.0,3.0,0,3,1,1.0,21505.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
2447,34.0,1,10.0,3,4.0,3.0,3.0,1,5,1,2.0,21587.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0
2995,40.0,2,10.0,3,3.0,4.0,2.0,0,2,1,1.0,25067.0,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0
1488,53.0,3,8.0,3,4.0,3.0,3.0,0,3,0,0.0,30427.0,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0
1821,32.0,1,8.0,3,3.0,4.0,2.0,0,4,0,1.0,17370.0,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,0
3404,42.0,3,7.0,4,4.0,5.0,2.0,0,3,0,2.0,22781.0,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,0
508,35.0,1,12.0,2,5.0,3.0,2.0,0,5,1,0.0,21646.0,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,0
162,28.0,1,27.0,2,3.0,3.0,2.0,0,2,0,0.0,17713.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0
2871,61.0,3,35.0,4,5.0,5.0,6.0,0,2,1,1.0,28944.0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0
1273,22.0,1,14.0,3,3.0,5.0,2.0,1,3,0,1.0,17398.0,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,1
516,23.0,1,10.0,2,2.0,5.0,3.0,0,4,0,1.0,17819.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0
4137,39.0,3,10.0,4,4.0,3.0,2.0,0,1,1,2.0,29287.0,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0
1282,33.0,1,14.0,2,1.0,5.0,7.0,0,3,1,1.0,18143.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
1288,35.0,1,8.0,2,3.0,3.0,3.0,0,3,0,1.0,20762.0,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,0
3250,53.0,1,14.0,3,4.0,4.0,2.0,0,3,1,2.0,29123.0,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,0
1786,49.0,1,6.0,2,4.0,3.0,1.0,1,3,0,0.0,28964.0,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0
2079,43.0,1,20.0,3,3.0,5.0,7.0,0,5,1,1.0,32159.0,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,0
4424,55.0,2,26.0,3,4.0,4.0,4.0,0,3,1,2.0,29403.0,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,0
4647,27.0,1,9.0,3,2.0,3.0,3.0,0,3,1,2.0,24150.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,0
3930,33.0,1,12.0,4,2.0,4.0,2.0,1,1,1,3.0,21976.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
590,33.0,1,13.0,2,3.0,3.0,1.0,0,4,0,0.0,26691.0,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,0
3391,53.0,3,12.0,4,4.0,4.0,2.0,1,4,1,2.0,27124.0,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,1
4611,30.0,3,27.0,3,4.0,3.0,3.0,0,3,0,2.0,20835.0,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
2693,46.0,1,14.0,4,3.0,3.0,6.0,0,2,0,3.0,25112.0,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,0
1333,46.0,3,16.0,3,3.0,4.0,6.0,0,1,0,2.0,22314.0,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,1
4820,35.0,1,14.0,4,4.0,3.0,3.0,0,3,0,1.0,21263.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,1
1031,46.0,3,15.0,2,3.0,3.0,5.0,0,3,0,1.0,25096.0,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,1
1927,18.0,3,11.0,3,3.0,4.0,2.0,1,4,1,0.0,16878.0,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,1
1205,32.0,1,8.0,3,3.0,4.0,2.0,0,3,1,1.0,16393.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1
856,20.0,1,9.0,2,4.0,3.0,2.0,0,3,0,1.0,18033.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0
2007,27.0,1,16.0,2,3.0,5.0,2.0,0,3,0,1.0,23793.0,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0
3657,24.0,3,14.0,3,4.0,3.0,3.0,1,1,1,1.0,20953.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1
1855,30.0,1,10.0,2,3.0,3.0,1.0,1,4,1,0.0,17285.0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1
1140,44.0,1,13.0,2,3.0,3.0,1.0,1,4,1,1.0,34049.0,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,0
2254,38.0,1,23.0,3,4.0,3.0,1.0,0,1,1,2.0,23823.0,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,0
2176,40.0,3,30.0,3,1.0,4.0,5.0,1,3,1,0.0,28194.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1
4297,23.0,1,18.0,3,4.0,4.0,3.0,0,1,1,2.0,20922.0,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,0
1367,27.0,1,8.0,2,3.0,4.0,2.0,0,4,1,1.0,17226.0,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
173,30.0,1,15.0,3,3.0,5.0,2.0,0,2,0,1.0,18072.0,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,0
357,21.0,3,6.0,2,4.0,4.0,2.0,1,5,1,1.0,17174.0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,1
2686,42.0,1,26.0,3,4.0,5.0,4.0,0,2,1,1.0,21750.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
4135,34.0,1,11.0,3,5.0,4.0,8.0,0,4,0,2.0,21300.0,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,0
192,35.0,1,29.0,2,4.0,3.0,4.0,1,4,1,1.0,20916.0,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,1
694,33.0,1,6.0,2,4.0,3.0,1.0,0,4,0,0.0,21949.0,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,0
697,29.0,3,26.0,2,3.0,3.0,2.0,0,3,0,1.0,17157.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0
2152,32.0,1,6.0,3,4.0,4.0,7.0,0,3,0,2.0,17332.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
3403,41.0,1,9.0,4,4.0,3.0,3.0,0,3,1,3.0,23339.0,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,0
353,37.0,1,12.0,2,2.0,5.0,5.0,1,3,1,1.0,20974.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,0
1478,38.0,1,29.0,2,4.0,3.0,1.0,0,3,1,0.0,24526.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,0
2825,31.0,3,9.0,4,4.0,4.0,3.0,0,3,1,3.0,21154.0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0
2110,24.0,1,10.0,2,4.0,3.0,1.0,0,3,0,1.0,18162.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
228,35.0,3,6.0,3,3.0,3.0,2.0,0,5,1,0.0,23789.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,0
2706,33.0,1,9.0,3,5.0,5.0,6.0,0,4,0,2.0,20854.0,True,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,0
1702,59.0,2,12.0,2,3.0,3.0,1.0,0,4,0,0.0,17267.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,0
3549,34.0,3,15.0,3,4.0,5.0,4.0,0,5,1,1.0,25070.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
3165,51.0,1,31.0,4,4.0,3.0,5.0,1,4,0,1.0,32651.0,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0
573,26.0,3,14.0,2,4.0,5.0,7.0,0,3,1,1.0,20326.0,True,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,1
1781,45.0,1,13.0,3,3.0,5.0,2.0,0,1,1,0.0,20210.0,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0
14,28.0,1,30.0,2,4.0,3.0,6.0,1,2,0,0.0,17028.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1
4737,30.0,1,17.0,4,4.0,4.0,2.0,0,5,0,1.0,21969.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
2527,39.0,1,13.0,4,6.0,3.0,2.0,1,2,0,3.0,24007.0,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,0
868,28.0,1,25.0,3,4.0,5.0,2.0,0,3,1,2.0,18196.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0
2379,19.0,3,11.0,3,3.0,4.0,1.0,1,4,1,0.0,17994.0,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,1
2782,31.0,3,12.0,2,5.0,3.0,3.0,0,2,0,1.0,24796.0,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,0
3007,26.0,3,33.0,3,4.0,3.0,3.0,0,4,0,1.0,24858.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,0
4476,34.0,1,7.0,4,4.0,3.0,3.0,1,3,1,1.0,21364.0,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1
1794,30.0,1,34.0,3,3.0,3.0,2.0,0,3,1,2.0,20775.0,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,0
2597,46.0,1,16.0,3,4.0,4.0,2.0,0,4,1,1.0,21026.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
846,35.0,1,8.0,2,4.0,4.0,3.0,0,4,1,0.0,25274.0,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0
3656,35.0,1,26.0,3,5.0,3.0,3.0,0,4,1,2.0,21607.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
4537,31.0,1,12.0,4,5.0,3.0,2.0,0,5,0,1.0,22439.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
3396,32.0,3,7.0,3,4.0,4.0,3.0,1,5,1,2.0,20980.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,1
738,39.0,1,6.0,3,4.0,3.0,2.0,0,3,0,1.0,27742.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
2521,46.0,1,13.0,3,4.0,5.0,6.0,1,3,0,1.0,31923.0,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0
3213,27.0,1,7.0,4,5.0,3.0,3.0,0,2,1,1.0,20685.0,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,0
4887,36.0,1,14.0,4,4.0,4.0,3.0,1,3,1,2.0,24041.0,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1
3714,35.0,3,10.0,3,6.0,3.0,7.0,0,1,1,1.0,24707.0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0
4589,32.0,3,14.0,3,5.0,3.0,5.0,0,4,1,2.0,21007.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
2213,59.0,1,8.0,3,4.0,3.0,4.0,1,5,1,0.0,28726.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0
4074,23.0,1,26.0,4,4.0,3.0,3.0,0,1,1,1.0,21001.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,0
363,33.0,3,11.0,2,3.0,3.0,2.0,1,2,1,0.0,17851.0,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,1
2515,30.0,1,9.0,4,4.0,4.0,2.0,0,4,0,1.0,21381.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0
4292,35.0,3,26.0,4,2.0,3.0,2.0,1,1,0,1.0,23982.0,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,1
1250,29.0,1,6.0,3,1.0,3.0,1.0,1,3,0,1.0,21294.0,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,0
3602,38.0,1,26.0,3,4.0,3.0,5.0,0,1,0,1.0,24446.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
4749,36.0,2,15.0,4,4.0,3.0,3.0,0,5,0,2.0,23001.0,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,0
3859,34.0,1,7.0,3,5.0,3.0,3.0,0,3,0,1.0,20686.0,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,0
731,20.0,1,17.0,3,4.0,5.0,2.0,1,3,0,1.0,17600.0,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,1
3967,36.0,1,18.0,4,5.0,5.0,4.0,1,5,1,3.0,28562.0,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,0
679,31.0,3,26.0,2,3.0,3.0,2.0,0,2,1,0.0,21932.0,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,0
3204,54.0,3,9.0,3,5.0,4.0,4.0,0,2,0,2.0,26203.0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0
1453,36.0,3,17.0,3,4.0,3.0,5.0,0,1,1,1.0,21652.0,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,0
4526,29.0,3,9.0,3,4.0,4.0,3.0,1,3,1,2.0,23457.0,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,0
3984,60.0,3,7.0,3,5.0,3.0,2.0,0,5,1,1.0,24151.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0
1816,41.0,1,12.0,3,4.0,4.0,7.0,1,3,1,2.0,21032.0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,0
4494,36.0,3,15.0,4,4.0,3.0,3.0,0,3,1,3.0,21250.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
386,37.0,1,20.0,3,3.0,5.0,2.0,0,4,1,0.0,18034.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
3922,39.0,1,30.0,3,5.0,3.0,2.0,0,3,1,1.0,28204.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,0
836,29.0,3,29.0,2,4.0,5.0,2.0,0,3,0,0.0,22336.0,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1
2996,57.0,1,16.0,3,4.0,3.0,2.0,0,4,0,1.0,29781.0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,0
4652,40.0,1,7.0,4,5.0,3.0,3.0,0,3,1,1.0,31420.0,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0
3113,40.0,1,13.0,4,4.0,5.0,2.0,1,2,1,2.0,21082.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,1
4036,57.0,1,21.0,4,4.0,4.0,2.0,1,5,1,1.0,23641.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,1
4236,33.0,1,9.0,4,2.0,3.0,2.0,0,3,0,1.0,23733.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,0
4417,35.0,1,7.0,3,4.0,3.0,3.0,0,3,1,2.0,21369.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
